   ID  , Start   ,End ,     64-bit S-E ,     k     ,     l      ,intv 
id-0552,8,54,34359738422,5824163435,569871950,29
id-0552,8,55,34359738423,5824163436,3254738954,18
id-0552,11,75,47244640331,950615024,3286002748,5
id-0552,7,75,30064771147,6101133355,3286002749,4
id-0552,15,76,64424509516,3817750936,3826465812,5
id-0552,11,76,47244640332,950615025,3826465813,4
id-0553,0,20,20,5014985857,5862963388,1
id-0553,20,40,85899345960,2495647457,5081632411,1
id-0553,40,60,171798691900,5484992428,3745407112,1
id-0553,0,76,76,5014985857,2672352216,1
id-0553,65535,0,281470681743360,0,0,0
id-0554,0,20,20,2912313619,3779548980,1
id-0554,20,40,85899345960,774337051,3588771196,13
id-0554,40,60,171798691900,4876878251,4008860537,1
id-0554,0,76,76,2912313619,1177523140,1
id-0554,17,40,73014444072,1066221115,3588771205,3
id-0554,16,40,68719476776,366627323,3588771206,2
id-0554,20,41,85899345961,774337053,1079887875,11
id-0554,20,42,85899345962,774337054,3361569320,9
id-0554,17,42,73014444074,1066221116,3361569327,2
id-0554,21,47,90194313263,2515927264,5795642071,9
id-0554,20,47,85899345967,774337054,5795642076,4
id-0554,26,49,111669149745,1976996281,894643593,6
id-0554,25,49,107374182449,3540885611,894643594,4
id-0554,29,50,124554051634,1433140060,2037551060,6
id-0554,31,51,133143986227,1265981534,3552410073,4
id-0554,28,51,120259084339,2185063376,3552410073,2
id-0554,31,52,133143986228,1265981535,1068265472,3
id-0555,0,20,20,1943942402,3833252483,1
id-0555,20,40,85899345960,873282652,2488148682,1
id-0555,40,60,171798691900,3422562068,2447194715,2
id-0555,0,76,76,1943942402,1280667878,1
id-0555,22,41,94489280553,5406339212,2452006118,4
id-0556,0,20,20,1333937893,2213721583,1
id-0556,20,40,85899345960,2667410413,615723768,1
id-0556,40,60,171798691900,2556953281,5317363921,1
id-0556,0,76,76,1333937893,1133948233,1
id-0556,65535,0,281470681743360,0,0,0
id-0557,0,20,20,4732338793,235144141,1
id-0557,20,40,85899345960,4441476371,4205130222,1
id-0557,40,60,171798691900,466649430,4938288692,1
id-0557,0,25,25,4732338793,40617582,1
id-0557,3,27,12884901915,444695379,12882512,8
id-0557,3,28,12884901916,444695380,1833832723,6
id-0557,2,28,8589934620,4533706697,1833832723,2
id-0557,6,29,25769803805,6267564322,3512240261,5
id-0557,5,29,21474836509,4442130929,3512240264,2
id-0557,9,30,38654705694,6254541096,3886272328,3
id-0557,9,31,38654705695,6254541096,5469656355,2
id-0557,6,40,25769803816,6267564322,4205130222,1
id-0557,6,75,25769803851,6267564322,4417447798,1
id-0557,3,27,12884901915,444695379,12882512,8
id-0557,3,28,12884901916,444695380,1833832723,6
id-0557,2,28,8589934620,4533706697,1833832723,2
id-0557,6,29,25769803805,6267564322,3512240261,5
id-0557,5,29,21474836509,4442130929,3512240264,2
id-0557,10,30,42949672990,6234352639,3886272328,4
id-0557,9,30,38654705694,6254541096,3886272328,3
id-0557,10,31,42949672991,6234352639,5469656355,3
id-0557,9,31,38654705695,6254541096,5469656355,2
id-0557,11,32,47244640288,6180937549,5990690175,3
id-0557,10,32,42949672992,6234352639,5990690175,2
id-0558,0,20,20,2408355945,3313895588,1
id-0558,20,40,85899345960,4895935241,802444248,1
id-0558,40,60,171798691900,3882782885,390028796,1
id-0558,0,76,76,2408355945,3739145731,1
id-0558,65535,0,281470681743360,0,0,0
id-0559,40,60,171798691900,945256404,437304346,17
id-0559,0,72,72,3675298920,1952845351,3
id-0559,0,75,75,3675298922,633939910,1
id-0559,1,47,4294967343,2596956896,5917861606,30
id-0559,0,47,47,3675298920,5917861607,28
id-0559,18,72,77309411400,6263565638,1952845349,5
id-0559,15,72,64424509512,4045921024,1952845350,4
id-0559,33,75,141733920843,3709919674,633939905,6
id-0559,27,75,115964117067,5558685763,633939906,5
id-0559,1,47,4294967343,2596956896,5917861606,30
id-0559,15,72,64424509512,4045921024,1952845350,4
id-0559,0,72,72,3675298920,1952845351,3
id-0559,18,75,77309411403,6263565640,633939908,3
id-0559,15,75,64424509515,4045921026,633939909,2
id-0560,0,20,20,2337228000,1146493434,1
id-0560,20,40,85899345960,3398784445,2183313658,1
id-0560,56,76,240518168652,3196990720,2503513021,1
id-0560,0,43,43,2337228000,3916774767,1
id-0560,44,74,188978561098,2064006514,4313235915,1
id-0560,44,76,188978561100,2064006514,2503513021,1
id-0560,65535,0,281470681743360,0,0,0
id-0561,0,20,20,2529686355,3003167250,1
id-0561,20,40,85899345960,2882742256,1019945302,1
id-0561,40,60,171798691900,1953789831,2494666614,1
id-0561,0,75,75,2529686355,685676476,1
id-0561,65535,0,281470681743360,0,0,0
id-0562,0,20,20,3954784787,1088173563,1
id-0562,20,40,85899345960,2452636646,2494214238,1
id-0562,40,60,171798691900,2638618403,2644228816,1
id-0562,0,76,76,3954784787,2489431029,1
id-0562,65535,0,281470681743360,0,0,0
id-0563,0,20,20,3592215022,4803196595,1
id-0563,20,40,85899345960,5348576634,5629774954,1
id-0563,40,60,171798691900,2180385067,5874945330,1
id-0563,0,76,76,3592215022,4339071560,1
id-0563,23,42,98784247850,96626273,5635252024,2
id-0563,24,43,103079215147,242003274,1668778636,2
id-0563,26,45,111669149741,1952472562,4185596259,3
id-0563,25,45,107374182445,632344262,4185596260,2
id-0563,27,46,115964117038,610432035,1274265045,2
id-0563,32,51,137438953523,5563138543,5616216481,3
id-0563,31,51,133143986227,1649917253,5616216482,2
id-0563,37,56,158913790008,640551731,6216319474,2
id-0564,0,20,20,2096557759,2085963750,1
id-0564,20,40,85899345960,5024547414,4307138574,1
id-0564,40,60,171798691900,2095601625,2386650200,1
id-0564,0,19,19,2096557757,1076795117,3
id-0564,0,75,75,2096557759,3298007213,1
id-0564,33,52,141733920820,4288589460,1123690101,2
id-0565,0,20,20,2443618170,5626063845,1
id-0565,20,40,85899345960,3542460068,282552528,2
id-0565,40,60,171798691900,3860243468,2328323111,1
id-0565,0,76,76,2443618170,4217135032,1
id-0565,20,41,85899345961,3542460068,1888176873,2
id-0565,24,44,103079215148,1889118321,2819448940,3
id-0565,20,44,85899345964,3542460068,2819448941,2
id-0566,0,67,67,3754286017,46561150,3
id-0566,0,76,76,3754286017,3281150181,1
id-0566,1,66,4294967362,2965504172,109686799,14
id-0566,0,66,66,3754286007,109686800,13
id-0566,6,67,25769803843,825962506,46561148,5
id-0566,2,67,8589934659,5498502496,46561149,4
id-0566,22,68,94489280580,744556897,3144624962,7
id-0566,20,68,85899345988,2321595433,3144624962,6
id-0566,27,73,115964117065,3631733063,1642812125,6
id-0566,22,73,94489280585,744556897,1642812125,4
id-0566,28,75,120259084363,2417214363,708560936,6
id-0566,27,75,115964117067,3631733064,708560936,5
id-0566,1,66,4294967362,2965504172,109686799,14
id-0566,2,67,8589934659,5498502496,46561149,4
id-0566,0,67,67,3754286017,46561150,3
id-0566,18,68,77309411396,1987178043,3144624965,3
id-0566,16,68,68719476804,5357916438,3144624965,2
id-0566,20,73,85899345993,2321595433,1642812125,3
id-0566,22,75,94489280587,744556898,708560936,3
id-0566,18,75,77309411403,1987178043,708560936,2
id-0567,0,20,20,1970294726,4900673852,1
id-0567,20,40,85899345960,2551013824,2998098259,1
id-0567,40,60,171798691900,5269293631,4393911104,1
id-0567,0,76,76,1970294726,2699504163,1
id-0567,24,43,103079215147,5729264331,4906732684,2
id-0568,0,20,20,2376077241,1044061161,3
id-0568,20,40,85899345960,2595774824,2583788669,2
id-0568,40,60,171798691900,3336379477,6100716237,3
id-0568,0,25,25,2376077241,3218150033,3
id-0568,0,76,76,2376077241,1081198990,2
id-0568,21,40,90194313256,3052324900,2583788669,3
id-0568,23,42,98784247850,5043859348,5028595740,3
id-0568,23,43,98784247851,5043859348,2836016652,3
id-0568,27,46,115964117038,2125029409,4072448261,5
id-0568,34,53,146028888117,1972538726,5106362038,3
id-0568,36,55,154618822711,2128406095,3057470686,6
id-0568,34,55,146028888119,1972538726,3057470689,3
id-0568,37,76,158913790028,1208337534,1081198989,3
id-0569,0,20,20,4649085040,1890122236,7
id-0569,20,40,85899345960,1608436021,3683930736,7
id-0569,0,53,53,4649085040,2893786814,7
id-0569,0,56,56,4649085040,2943482200,6
id-0569,0,44,44,4649085040,154105395,7
id-0569,0,53,53,4649085040,2893786814,7
id-0570,0,20,20,5439394238,827259436,1
id-0570,20,40,85899345960,2730433342,4114457053,1
id-0570,40,60,171798691900,1795820766,4133625585,1
id-0570,0,75,75,5439394238,4135648138,1
id-0570,31,50,133143986226,6140200618,2730008871,2
id-0571,0,20,20,2361020837,2804033170,1
id-0571,20,40,85899345960,1980670855,5167940511,1
id-0571,40,60,171798691900,3559140684,1191057305,1
id-0571,0,74,74,2361020837,3643804801,1
id-0571,24,43,103079215147,5454983011,5419218695,2
id-0572,20,40,85899345960,2383724949,342107202,1
id-0572,0,25,25,3448054605,2237824726,5
id-0572,0,47,47,3448054605,5830250905,1
id-0572,35,55,150323855415,4253601868,6171915928,3
id-0572,34,55,146028888119,2689955223,6171915930,1
id-0572,39,58,167503724602,5735994658,5924664675,1
id-0572,40,59,171798691899,4629872170,6137896616,1
id-0572,43,62,184683593790,5248881139,4641286207,1
id-0572,48,71,206158430279,1395329096,645615846,1
id-0572,54,76,231928234060,932483428,2319804737,4
id-0572,48,76,206158430284,1395329096,2319804740,1
id-0572,2,24,8589934616,4869688278,1644329064,10
id-0572,0,24,24,3448054604,1644329068,6
id-0572,2,25,8589934617,4869688280,2237824723,8
id-0572,0,25,25,3448054605,2237824726,5
id-0572,5,29,21474836509,977595229,4949734853,4
id-0572,12,32,51539607584,2571632549,4416959656,16
id-0572,12,33,51539607585,2571632550,4115222594,13
id-0572,5,33,21474836513,977595229,4115222594,4
id-0572,16,35,68719476771,3611524205,3404726572,4
id-0572,12,35,51539607587,2571632561,3404726572,2
id-0572,17,36,73014444068,2321503597,2629736487,2
id-0572,19,39,81604378663,744291908,981321044,3
id-0572,17,39,73014444071,2321503597,981321045,2
id-0572,22,43,94489280555,1593016669,4124776382,9
id-0572,21,43,90194313259,2224008184,4124776383,7
id-0572,22,44,94489280556,1593016670,1254430441,8
id-0572,21,44,90194313260,2224008185,1254430442,6
id-0572,48,67,206158430275,1395329095,2496005959,2
id-0572,48,68,206158430276,1395329095,2454761704,2
id-0572,55,76,236223201356,3169298603,2319804736,5
id-0572,54,76,231928234060,932483428,2319804737,4
id-0573,0,20,20,2419873118,2148521322,1
id-0573,20,40,85899345960,4224842030,2068881808,1
id-0573,40,60,171798691900,2489291331,1201887478,1
id-0573,0,76,76,2419873118,2102282281,1
id-0573,22,41,94489280553,2537183982,3559427046,2
id-0573,22,42,94489280554,2537183982,3898694635,2
id-0574,20,40,85899345960,2087245330,2493870809,1
id-0574,0,23,23,5006045944,2976171640,2
id-0574,0,76,76,5006045944,3835494915,1
id-0574,29,48,124554051632,2324557207,86085596,2
id-0574,34,75,146028888139,4223014648,3323918396,34
id-0574,33,75,141733920843,2687164373,3323918406,22
id-0574,34,76,146028888140,4223014648,3835494905,33
id-0574,33,76,141733920844,2687164373,3835494915,21
id-0575,0,20,20,3059949792,2074047255,1
id-0575,20,40,85899345960,5337163651,5967058370,1
id-0575,40,60,171798691900,1294932757,1616045610,1
id-0575,0,67,67,3059949792,5818102599,1
id-0575,27,46,115964117038,2238841035,344422093,2
id-0576,0,20,20,1080570765,394678079,11
id-0576,20,40,85899345960,5172141119,4092721586,10
id-0576,40,60,171798691900,1182125818,1909110598,14
id-0576,0,73,73,1080570766,3328638284,10
id-0576,0,76,76,1080570769,4228810855,7
id-0576,26,47,111669149743,3320364696,3747448793,12
id-0576,30,73,128849018953,5729275581,3328638284,13
id-0576,26,73,111669149769,3320364696,3328638284,12
id-0576,0,43,43,1080570766,2578210404,10
id-0576,26,73,111669149769,3320364696,3328638284,12
id-0576,0,73,73,1080570766,3328638284,10
id-0576,30,76,128849018956,5729275584,4228810855,10
id-0576,26,76,111669149772,3320364699,4228810855,9
id-0577,0,20,20,2421203317,207887869,1
id-0577,20,40,85899345960,3776966237,3126844389,1
id-0577,40,60,171798691900,3329715141,1995544725,1
id-0577,0,76,76,2421203317,1965209395,1
id-0577,26,45,111669149741,4493280745,5896222670,2
id-0577,27,46,115964117038,238465613,3059651793,3
id-0577,30,50,128849018930,401867560,3638972488,2
id-0577,30,51,128849018931,401867560,1096726994,2
id-0577,36,55,154618822711,151451762,2084674166,2
id-0577,36,56,154618822712,151451762,2346079862,2
id-0578,0,20,20,2086578980,1514610584,1
id-0578,20,40,85899345960,4074958648,2064081442,1
id-0578,40,60,171798691900,529218520,3936940076,1
id-0578,0,76,76,2086578980,570103404,1
id-0578,23,42,98784247850,3047550236,5825095504,2
id-0579,0,20,20,4520010917,4322952343,1
id-0579,20,40,85899345960,3762735239,3613952328,1
id-0579,40,60,171798691900,4796268515,1183848004,1
id-0579,0,76,76,4520010917,1164442051,1
id-0579,65535,0,281470681743360,0,0,0
id-0580,0,20,20,4085353199,1608465708,1
id-0580,20,40,85899345960,4011966847,2933718315,1
id-0580,55,75,236223201355,1221079165,2864792529,1
id-0580,0,48,48,4085353199,4134475486,1
id-0580,50,75,214748364875,4019050510,2864792529,1
id-0580,50,76,214748364876,4019050510,2546904004,1
id-0580,65535,0,281470681743360,0,0,0
id-0581,0,20,20,2443393630,4764885384,1
id-0581,20,40,85899345960,4016964352,5515872219,1
id-0581,40,60,171798691900,3993628702,2118977686,1
id-0581,0,76,76,2443393630,1242449033,1
id-0581,20,39,85899345959,4016964352,4017390732,2
id-0581,23,42,98784247850,3726630804,2575983560,3
id-0581,25,44,107374182444,5016254217,3644274133,4
id-0581,25,45,107374182445,5016254217,5391803879,3
id-0581,23,45,98784247853,3726630804,5391803880,2
id-0581,26,46,111669149742,2434711556,2934265365,3
id-0581,25,46,107374182446,5016254218,2934265365,2
id-0581,28,47,120259084335,2346075995,2564289250,2
id-0581,34,53,146028888117,3635779875,2206324672,2
id-0581,35,54,150323855414,2435616984,2378861013,2
id-0581,36,55,154618822711,2421176226,743132430,2
id-0581,38,57,163208757305,2129872217,3543539756,2
id-0582,20,40,85899345960,2454325619,354592852,1
id-0582,40,60,171798691900,5575275944,3333285378,1
id-0582,0,29,29,4588017392,4015723855,6
id-0582,0,30,30,4588017393,4019938147,2
id-0582,8,32,34359738400,5299087297,5517290922,1
id-0582,10,47,42949673007,1092681677,1442019849,1
id-0582,10,73,42949673033,1092681677,1609913713,1
id-0582,1,26,4294967322,677235702,3650119794,73
id-0582,1,27,4294967323,677235705,3923360724,60
id-0582,2,28,8589934620,2123737783,3998551791,19
id-0582,0,28,28,4588017385,3998551792,18
id-0582,5,29,21474836509,3697735590,4015723854,8
id-0582,2,29,8589934621,2123737790,4015723854,7
id-0582,1,26,4294967322,677235702,3650119794,73
id-0582,1,27,4294967323,677235705,3923360724,60
id-0582,2,28,8589934620,2123737783,3998551791,19
id-0582,0,28,28,4588017385,3998551792,18
id-0582,2,29,8589934621,2123737790,4015723854,7
id-0582,0,29,29,4588017392,4015723855,6
id-0582,8,30,34359738398,5299087295,4019938146,4
id-0582,7,30,30064771102,4271148238,4019938146,3
id-0582,2,29,8589934621,2123737790,4015723854,7
id-0582,7,30,30064771102,4271148238,4019938146,3
id-0582,0,30,30,4588017393,4019938147,2
id-0582,10,31,42949672991,1092681677,4020887083,2
id-0582,10,32,42949672992,1092681677,5517290922,2
id-0583,0,20,20,2032521381,2665724622,1
id-0583,20,40,85899345960,3691111906,1373465559,1
id-0583,40,60,171798691900,2633544102,2197395516,1
id-0583,0,75,75,2032521381,3731015720,1
id-0583,65535,0,281470681743360,0,0,0
id-0584,0,20,20,4016745122,3098133811,1
id-0584,20,40,85899345960,1850307420,6127288132,2
id-0584,40,60,171798691900,3168281106,959100356,1
id-0584,0,19,19,4016745122,6070533720,2
id-0584,0,76,76,4016745122,1156481072,1
id-0584,19,40,81604378664,3515134040,6127288132,2
id-0584,23,42,98784247850,663471039,5216369038,5
id-0584,19,42,81604378666,3515134040,5216369041,2
id-0584,24,43,103079215147,2066844711,5923224683,4
id-0584,23,43,98784247851,663471039,5923224685,2
id-0584,26,45,111669149741,3377163293,3111540319,26
id-0584,26,46,111669149742,3377163312,2610214110,7
id-0584,27,47,115964117039,1149435372,2480795578,6
id-0584,25,47,107374182447,1009302271,2480795578,3
id-0584,27,48,115964117040,1149435375,2449969878,3
id-0584,25,48,107374182448,1009302272,2449969878,2
id-0584,29,49,124554051633,3206953937,5020957920,3
id-0584,27,49,115964117041,1149435375,5020957920,2
id-0584,30,50,128849018930,346421697,2833259878,5
id-0584,30,51,128849018931,346421697,5131444153,4
id-0584,29,51,124554051635,3206953938,5131444153,2
id-0584,31,52,133143986228,996406525,1545021698,2
id-0584,35,54,150323855414,929424610,2770951780,2
id-0584,35,55,150323855415,929424610,2520895276,2
id-0585,0,42,42,4888239073,4418573661,182
id-0585,0,43,43,4888239254,2701615663,1
id-0585,27,46,115964117038,3361024057,3293139583,1
id-0585,42,63,180388626495,4074568328,4741950054,1
id-0585,57,76,244813135948,5109674822,2053649454,1
id-0585,1,41,4294967337,1968713197,6114900928,184
id-0585,0,41,41,4888239073,6114900928,183
id-0585,1,42,4294967338,1968713197,4418573661,183
id-0585,0,42,42,4888239073,4418573661,182
id-0585,21,43,90194313259,5833901854,2701615663,3
id-0586,20,40,85899345960,920809685,1570866188,1
id-0586,0,21,21,2385827406,5492289324,18
id-0586,0,76,76,2385827406,1581337410,1
id-0586,22,56,94489280568,27724393,5592920711,34
id-0586,21,56,90194313272,3141245572,5592920739,2
id-0586,23,71,98784247879,61234645,5849607268,17
id-0586,26,72,111669149768,1153381124,3047913507,11
id-0586,28,75,120259084363,3245211999,5283499130,9
id-0586,28,76,120259084364,3245212000,1581337408,8
id-0586,22,76,94489280588,27724419,1581337408,3
id-0587,0,20,20,5387078615,1214011906,1
id-0587,20,40,85899345960,3310637238,5626048762,1
id-0587,55,75,236223201355,5011622623,288238310,1
id-0587,0,47,47,5387078615,5901558407,1
id-0587,48,74,206158430282,3749781233,798841355,1
id-0587,48,75,206158430283,3749781233,288238310,1
id-0587,9,28,38654705692,2479230024,664224747,2
id-0588,0,20,20,2454173892,1206991465,1
id-0588,20,40,85899345960,3972366557,3407206805,1
id-0588,40,60,171798691900,2656217887,3624280139,1
id-0588,0,76,76,2454173892,2130831168,1
id-0588,65535,0,281470681743360,0,0,0
id-0589,0,20,20,5007239426,3976789148,2
id-0589,20,40,85899345960,2414520424,5375059093,1
id-0589,40,60,171798691900,4267032878,1092426567,1
id-0589,0,20,20,5007239426,3976789148,2
id-0589,0,76,76,5007239427,1979839659,1
id-0589,25,46,107374182446,1577914475,1279451045,2
id-0589,25,47,107374182447,1577914475,2148226327,2
id-0589,33,52,141733920820,2384273127,2546499805,3
id-0589,32,52,137438953524,4999467135,2546499805,2
id-0590,32,52,137438953524,2354290471,2435014982,2
id-0590,52,72,223338299464,5544784918,3451087453,1
id-0590,2,29,8589934621,2087879104,5862780116,1
id-0590,2,30,8589934622,2087879104,4378412521,1
id-0590,26,47,111669149743,3194613137,3675499782,1
id-0590,30,51,128849018931,3915171036,2416896818,2
id-0590,26,51,111669149747,3194613137,2416896819,1
id-0590,31,52,133143986228,3618381578,2435014982,2
id-0590,30,52,128849018932,3915171037,2435014982,1
id-0590,31,71,133143986247,3618381579,1498881193,1
id-0590,52,72,223338299464,5544784918,3451087453,1
id-0590,52,73,223338299465,5544784918,3871131070,1
id-0590,2,24,8589934616,2087879104,3190222770,2
id-0590,2,25,8589934617,2087879104,3801685901,2
id-0590,31,52,133143986228,3618381578,2435014982,2
id-0590,36,55,154618822711,3206721348,2322868927,3
id-0590,35,55,150323855415,3805765902,2322868928,2
id-0590,50,69,214748364869,4094431740,2122757444,2
id-0591,0,20,20,2566340914,3970958358,1
id-0591,20,40,85899345960,2691492826,2406905067,1
id-0591,40,60,171798691900,2466040355,1609515450,1
id-0591,0,76,76,2566340914,663254687,1
id-0591,31,50,133143986226,2879196767,1328165565,2
id-0591,31,51,133143986227,2879196767,2162722762,2
id-0592,0,20,20,2014943912,3698345940,1
id-0592,20,40,85899345960,5479602069,3807905295,1
id-0592,40,60,171798691900,5459090292,2692991969,1
id-0592,0,75,75,2014943912,3679858691,1
id-0592,32,51,137438953523,1202827111,2464598472,3
id-0592,32,52,137438953524,1202827111,5025295701,2
id-0592,36,55,154618822711,5869854553,2865122629,3
id-0593,0,20,20,2469197280,3392976209,1
id-0593,20,40,85899345960,6065623470,5046721904,1
id-0593,40,60,171798691900,2084887362,3213863518,1
id-0593,0,76,76,2469197280,3817709907,1
id-0593,32,51,137438953523,2114151788,4205249424,2
id-0594,49,69,210453397573,1963628031,3572838981,1
id-0594,49,70,210453397574,1963628031,5367296581,1
id-0594,57,76,244813135948,636601502,3905143569,1
id-0594,65535,0,281470681743360,0,0,0
id-0595,0,20,20,3887443013,2729815855,2
id-0595,20,40,85899345960,4007002739,2634126328,1
id-0595,40,60,171798691900,284276644,1420575340,1
id-0595,0,21,21,3887443013,2511336037,2
id-0595,0,76,76,3887443013,1857174103,1
id-0595,23,42,98784247850,3086370842,5876621276,2
id-0596,0,20,20,3371749689,3648647501,1
id-0596,0,61,61,3371749689,2084459683,1
id-0596,22,62,94489280574,2944510200,2346024458,11
id-0596,23,70,98784247878,5424089240,1986983363,2
id-0596,47,72,201863462984,5424091732,1065473849,2
id-0596,21,75,90194313291,3749021601,1071929493,1
id-0596,21,76,90194313292,3749021601,2084401700,1
id-0596,11,31,47244640287,5392992226,2084474592,2
id-0596,12,32,51539607584,3648666221,3562782300,4
id-0596,15,37,64424509477,3691690091,2084461528,15
id-0596,15,38,64424509478,3691690092,3562776313,13
id-0596,12,38,51539607590,3648666223,3562776324,2
id-0596,17,46,73014444078,3934195456,2084460018,8
id-0596,17,47,73014444079,3934195456,3562775173,7
id-0596,19,48,81604378672,2667945133,1072079868,8
id-0596,19,49,81604378673,2667945134,2084459894,7
id-0596,20,58,85899345978,3951541833,2084459708,5
id-0596,20,59,85899345979,3951541833,3562774910,4
id-0596,15,59,64424509499,3691690100,3562774912,2
id-0596,21,60,90194313276,3749021430,1072079439,192
id-0596,21,61,90194313277,3749021442,2084459511,174
id-0596,20,61,85899345981,3951541834,2084459681,3
id-0596,22,62,94489280574,2944510200,2346024458,11
id-0596,23,63,98784247871,5424089237,736460493,6
id-0596,21,63,90194313279,3749021598,736460493,5
id-0596,23,64,98784247872,5424089239,1989100711,3
id-0596,21,64,90194313280,3749021600,1989100711,2
id-0596,23,70,98784247878,5424089240,1986983363,2
id-0596,17,47,73014444079,3934195456,3562775173,7
id-0596,19,48,81604378672,2667945133,1072079868,8
id-0596,19,49,81604378673,2667945134,2084459894,7
id-0596,20,54,85899345974,3951541832,1072079695,7
id-0596,20,55,85899345975,3951541833,2084459746,6
id-0596,15,55,64424509495,3691690100,2084459749,3
id-0596,21,60,90194313276,3749021430,1072079439,192
id-0596,21,61,90194313277,3749021442,2084459511,174
id-0596,20,61,85899345981,3951541834,2084459681,3
id-0596,22,62,94489280574,2944510200,2346024458,11
id-0596,23,63,98784247871,5424089237,736460493,6
id-0596,21,63,90194313279,3749021598,736460493,5
id-0596,28,64,120259084352,2944510287,1989100711,4
id-0596,23,64,98784247872,5424089239,1989100711,3
id-0596,33,65,141733920833,3749021809,2320859680,4
id-0596,32,65,137438953537,5424089402,2320859680,3
id-0596,38,66,163208757314,5424089671,731024077,9
id-0596,38,67,163208757315,5424089673,1987087715,6
id-0596,33,67,141733920835,3749021810,1987087718,3
id-0596,41,69,176093659205,5424089960,730843565,5
id-0596,41,70,176093659206,5424089961,1986983361,4
id-0596,38,70,163208757318,5424089676,1986983362,3
id-0596,19,49,81604378673,2667945134,2084459894,7
id-0596,20,58,85899345978,3951541833,2084459708,5
id-0596,20,59,85899345979,3951541833,3562774910,4
id-0596,15,59,64424509499,3691690100,3562774912,2
id-0596,21,60,90194313276,3749021430,1072079439,192
id-0596,21,61,90194313277,3749021442,2084459511,174
id-0596,20,61,85899345981,3951541834,2084459681,3
id-0596,22,62,94489280574,2944510200,2346024458,11
id-0596,23,63,98784247871,5424089237,736460493,6
id-0596,21,63,90194313279,3749021598,736460493,5
id-0596,23,64,98784247872,5424089239,1989100711,3
id-0596,21,64,90194313280,3749021600,1989100711,2
id-0596,32,65,137438953537,5424089402,2320859680,3
id-0596,33,67,141733920835,3749021810,1987087718,3
id-0596,38,70,163208757318,5424089676,1986983362,3
id-0596,23,70,98784247878,5424089240,1986983363,2
id-0596,47,73,201863462985,5424091732,2081996541,2
id-0596,19,49,81604378673,2667945134,2084459894,7
id-0596,20,58,85899345978,3951541833,2084459708,5
id-0596,20,59,85899345979,3951541833,3562774910,4
id-0596,15,59,64424509499,3691690100,3562774912,2
id-0596,21,60,90194313276,3749021430,1072079439,192
id-0596,21,61,90194313277,3749021442,2084459511,174
id-0596,20,61,85899345981,3951541834,2084459681,3
id-0596,22,62,94489280574,2944510200,2346024458,11
id-0596,23,63,98784247871,5424089237,736460493,6
id-0596,21,63,90194313279,3749021598,736460493,5
id-0596,23,64,98784247872,5424089239,1989100711,3
id-0596,21,64,90194313280,3749021600,1989100711,2
id-0596,32,65,137438953537,5424089402,2320859680,3
id-0596,33,67,141733920835,3749021810,1987087718,3
id-0596,38,70,163208757318,5424089676,1986983362,3
id-0596,23,70,98784247878,5424089240,1986983363,2
id-0596,47,73,201863462985,5424091732,2081996541,2
id-0597,0,20,20,2555993968,2640821444,1
id-0597,20,40,85899345960,2444070024,3686236738,1
id-0597,40,60,171798691900,5363259517,3847994601,1
id-0597,0,76,76,2555993968,1230778623,1
id-0597,65535,0,281470681743360,0,0,0
id-0598,0,23,23,5400556034,2069335987,3
id-0598,0,76,76,5400556034,3721102695,1
id-0598,15,39,64424509479,5735590078,2844313547,3
id-0598,16,41,68719476777,4628675040,5046801883,25
id-0598,16,42,68719476778,4628675043,1525796495,22
id-0598,13,42,55834574890,1327595088,1525796495,2
id-0598,18,49,77309411377,2870545667,4871089397,5
id-0598,16,49,68719476785,4628675061,4871089398,4
id-0598,22,58,94489280570,3220309883,2845526591,10
id-0598,22,59,94489280571,3220309883,2541824195,8
id-0598,21,59,90194313275,5252203625,2541824195,2
id-0598,24,60,103079215164,1198638635,780321602,63
id-0598,22,60,94489280572,3220309889,780321663,2
id-0598,25,65,107374182465,3949123225,2524691800,11
id-0598,24,65,103079215169,1198638689,2524691803,8
id-0598,37,66,158913790018,1175835904,776493657,6
id-0598,35,66,150323855426,3850992643,776493657,5
id-0599,0,20,20,2969599044,2495551520,1
id-0599,20,40,85899345960,4320198927,3747026567,1
id-0599,40,60,171798691900,3729704705,3545618387,1
id-0599,0,76,76,2969599044,4238793618,1
id-0599,65535,0,281470681743360,0,0,0
id-0600,0,20,20,5131302660,2227024458,1
id-0600,20,40,85899345960,192133121,5492724819,1
id-0600,40,60,171798691900,4366715897,3977065853,1
id-0600,0,76,76,5131302660,980495386,1
id-0600,65535,0,281470681743360,0,0,0
id-0601,0,20,20,2454802266,2654743759,17
id-0601,20,40,85899345960,2467728526,5022217543,15
id-0601,40,60,171798691900,4698946260,2403444377,18
id-0601,0,67,67,2454802266,3931543132,15
id-0601,0,76,76,2454802268,2697210319,13
id-0601,65535,0,281470681743360,0,0,0
id-0602,0,20,20,1809686610,972964464,1
id-0602,20,40,85899345960,4153041762,2215357894,1
id-0602,40,60,171798691900,5940232793,571122843,1
id-0602,0,73,73,1809686610,4192080934,1
id-0602,65535,0,281470681743360,0,0,0
id-0603,0,20,20,5375352659,2123258737,14
id-0603,0,38,38,5375352664,2451401151,2
id-0603,0,76,76,5375352664,2325512259,1
id-0603,1,34,4294967330,3594356233,1267597897,221
id-0603,0,34,34,5375352661,1267597897,6
